label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13
0	1682 N	-0.4972	chicken	Irvine, Long Beach, Fresno, Bakersfield, Chula Vista, Fremont	0.3791 mph	1.0459	-0.2173 m^3	-146	-1274	0.4265	631	-1237	168	1469
1	-47 N	0.4707	fish	Santa Clarita, Sacramento	0.7497 mph	0.8798	2.5201 m^3	913	-1153	0.2251	-1155	233	980	-124
3	-478 N	-0.4023	rabbit	Stockton, San Francisco	0.4596 mph	0.4658	0.2748 m^3	748	-1133	-0.6094	-592	909	1525	363
3	92 N	1.2351	rabbit	Stockton, San Francisco	-0.5763 mph	1.0706	1.1933 m^3	-71	520	0.0371	-539	184	-289	-34
2	2413 N	1.3577	PIG	Oakland	0.9726 mph	0.9095	1.889 m^3	772	-546	0.8766	-72	2084	1646	417
1	534 N	0.1272	fish	Sacramento	0.9424 mph	-1.0416	0.8695 m^3	385	1329	0.1173	-793	1737	887	531
3	-461 N	-0.1829	rabbit	Stockton	0.8819 mph	-0.2879	1.161 m^3	1273	7	0.3023	-400	173	1343	-864
0	-2290 N	0.4061	chicken	Fremont, Chula Vista, Bakersfield, Long Beach, San Diego, Irvine	-0.4103 mph	1.1439	1.642 m^3	-61	1875	1.4163	2220	1059	-277	867
2	693 N	2.2331	cat	Modesto, Moreno Valley, San Jose, San Bernardino, Anaheim	-0.3076 mph	-0.2128	-1.361 m^3	-130	1741	-0.0282	-662	1147	1371	-973
0	-1462 N	0.9552	reptile	San Diego, Long Beach, Chula Vista	0.6121 mph	1.0179	0.058 m^3	-1779	-987	0.3021	2520	-580	161	264
1	616 N	1.846	hamster	Sacramento, Santa Clarita	0.8204 mph	-0.72	1.256 m^3	1336	621	0.2924	-989	760	-469	1648
2	-1018 N	0.0776	hamster	San Bernardino, San Jose, Moreno Valley, Los Angeles, Modesto	0.3889 mph	0.0775	0.3629 m^3	-927	-38	0.197	213	783	-142	1401
3	135 N	-1.2828	rabbit	SANTA ANA	0.1263 mph	-0.759	-0.0182 m^3	20	-653	-0.222	306	702	2494	-487
1	176 N	1.204	fish	Santa Clarita, Riverside	0.651 mph	-0.6918	0.4459 m^3	-247	1209	-0.6683	701	-543	-465	454
3	-766 N	0.1065	rabbit	Santa Ana, San Francisco	0.5039 mph	-0.4958	-0.2529 m^3	341	1246	-0.1735	-1009	414	1182	966
0	1698 N	1.5226	chicken	Chula Vista, Irvine	0.6067 mph	0.4573	-0.1705 m^3	-674	-446	0.1465	417	-72		358
0	273 N	1.276	dog	Fremont, Chula Vista, Fresno, Bakersfield	-0.2302 mph	1.5707	2.4495 m^3	-246	582	1.7314	1729	175	99	199
3	473 N	0.8878	ferret	Stockton	-0.3985 mph	1.9887	1.2478 m^3	386	-158	0.7379	-934	-705	243	-510
3	1291 N	0.0862	rabbit	San Francisco	-0.717 mph	1.0616	0.2989 m^3	-177	606	-0.5295	907	-179	292	536
0	420 N	0.8558	ferret	Fremont, Long Beach	0.8673 mph	2.2292	0.3034 m^3	1180	171	-0.1674	1262	-706	1175	689
0	-762 N	-0.1247	dog	Sacramento, Santa Clarita	-0.6229 mph	1.4418	0.8662 m^3	-810	-188	-1.1607	-855	963	1219	-750
0	-36 N	0.8917	bird	Long Beach, Irvine, Fremont, Fresno, Bakersfield	-0.5539 mph	1.6634	-0.7665 m^3	150	709	0.7253	-463	-257	1032	-83
1	616 N	2.5783	rat	Sacramento, Santa Clarita	1.3704 mph	-0.7705	1.0824 m^3	515	60	-0.5929	-1292	122	251	1696
0	2212 N	1.3151	dog	San Diego, Fresno	0.1718 mph	1.4719	-2.1142 m^3	-750	527	1.5486	-647	666	1153	602
3	-1465 N	1.1756	bird	San Francisco, Santa Ana	0.3889 mph	0.9126	1.3375 m^3	349	265	0.5383	-1127	486	1480	-624
2	1704 N	-0.2787	cat	Anaheim, Los Angeles, San Jose, Oakland, Modesto, Moreno Valley	1.8041 mph	1.9623	0.865 m^3	780	204	-0.9421	234	470	768	-1115
2	241 N	-0.3894	pig	Oakland, Anaheim, San Jose	1.1077 mph	0.4422	-0.2899 m^3	-26	294	1.3164	939	61	47	139
0	241 N	1.7314	chicken	Long Beach, Bakersfield, Irvine, San Diego, Fresno, Chula Vista	-1.2453 mph	2.1057	1.5195 m^3	263	1854	-0.0265	-966	810	1283	-570
0	259 N	0.5302	chicken	Bakersfield, Fremont, San Diego, Fresno, Irvine, Chula Vista	-1.1813 mph	1.2589	-1.1549 m^3	-493	335	0.9849	1162	744	586	-733
0	-152 N	0.6554	chicken	Moreno Valley, San Bernardino, San Jose, Modesto	0.1994 mph	0.0148	1.7481 m^3	276	-104	1.2307	1776	-39	673	1251
0	2405 N	0.7294	reptile	Chula Vista, Fresno, Long Beach, San Diego, Fremont, Bakersfield	-1.0617 mph	0.2219	-0.1566 m^3	1069	955	-0.6404	576	-546	-244	986
1	445 N	-0.3048	fish	Sacramento, Riverside	0.5723 mph	0.8161	-0.9358 m^3	1396	135	-0.3668	546	-714	1396	-56
1	1755 N	0.8791	fish	Santa Clarita, Sacramento	1.1422 mph	-1.6821	0.1956 m^3	1277	-37	0.6978	939	878	-574	1668
1	-516 N	2.1	fish	Sacramento, Santa Clarita	-0.4379 mph	1.0084	1.2598 m^3	36	728	-0.2496	496	458	716	459
0	-942 N	0.227	dog	Irvine, Fremont, Bakersfield	0.511 mph	1.437	1.2633 m^3	-107	884	1.7013	1136	-280	778	-127
3	-17 N	0.7325	rabbit	San Francisco, Santa Ana	-0.5089 mph	-1.1546	0.969 m^3	595	644	0.1537	184	49	1320	27
3	-901 N	-1.0277	ferret	Stockton, Santa Ana	-0.7476 mph	1.2721	0.23 m^3	261	912	-0.4973	1703	330	1364	-761
0	437 N	-0.5899	chicken	Irvine, Chula Vista	-1.0957 mph	1.2647	-1.1858 m^3	783	408	0.2997	-400	1120	1268	1349
0	-603 N	1.2746	reptile	Fremont, San Diego, Bakersfield, Irvine	n/a	0.3949	-0.8068 m^3	321	-82	1.7132	366	-165	1965	397
2	866 N	1.3733	bird	San Bernardino, Los Angeles, Anaheim, Oakland, San Jose, Moreno Valley	0.6379 mph	0.7454	2.0728 m^3	868	714	0.7247	-1097	179	736	-18
0	428 N	0.1011	chicken	Long Beach, San Diego, Bakersfield, Fremont	0.9122 mph	-1.4286	-0.6016 m^3	429	912	1.5707	-178	843	867	187
1	547 N	-1.8512	pig	Sacramento, Riverside	-0.3928 mph	0.2704	0.9968 m^3	924	-419	0.5411	33	1243	1667	564
2	3105 N	-0.9121	cat	San Bernardino, Oakland, Modesto, Moreno Valley, San Jose, Anaheim	0.2407 mph	-0.0275	0.7542 m^3	802	771	0.9332	-1291	1034	653	449
1	2204 N	0.8882	rat	Santa Clarita	1.4548 mph	1.4681	-0.808 m^3	1744	112	?	426	-818	-113	-233
2	1274 N	1.138	guinea pig	San Jose, San Bernardino, Modesto	-0.0129 mph	0.6422	1.9439 m^3	-596	-457	-0.5452	2135	797	186	-647
0	-1636 N	0.4725	reptile	Fremont, Chula Vista, Bakersfield	0.9727 mph	1.4469	0.0891 m^3	606	n/a	1.157	862	-101	-499	422
2	850 N	-0.5553	dog	Moreno Valley, Oakland, San Bernardino	0.8904 mph	0.2145	2.1727 m^3	-1343	1430	1.159	-1009	464	620	-261
2	600 N	0.8726	hamster	Moreno Valley, Los Angeles, San Bernardino, Oakland, Modesto, San Jose	0.2298 mph	-0.4432	0.6109 m^3	5	-363	1.15	-2486	1083	1735	-1342
0	-966 N	0.7251	hamster	Fresno, San Diego, Long Beach, Bakersfield, Irvine, Chula Vista	-0.4189 mph	0.4404	-0.0015 m^3	205	-230		1774	899	-480	312
0	176 N	1.0512	ferret	Chula Vista, San Diego, Fresno	0.3352 mph	n/a	-0.3963 m^3	-560	416	0.433	-548	355	362	395
3	717 N	0.8463	rabbit	sAN fRANCISCO	-0.0086 mph	1.0347	n/a	-26	475	-0.5484	-1495	972	-961	1022
3	1893 N	0.1413	hamster	San Francisco, Santa Ana	-0.5023 mph	-0.7796	0.2857 m^3	-315	-518	-0.2754	-1152	419	5	592
2	1953 N	0.7073	reptile	San Bernardino, Oakland, Modesto, Moreno Valley, San Jose, Los Angeles	1.9399 mph	0.4427	0.9173 m^3	1220	-171	0.6658	-794	560	1504	584
0	354 N	0.8083	dog	San Diego, Irvine, Chula Vista, Bakersfield	-1.09 mph	1.9615	0.2129 m^3	1042	1310	0.8452	511	521	2182	427
1	129 N	1.5503	ferret	Sacramento, Santa Clarita	0.5477 mph	1.4513	-0.9971 m^3	364	1260	-0.5294	1693	-72	1443	670
3	-5 N	0.017	ferret	Santa Ana	1.3089 mph	-0.8722	0.8181 m^3	-294	None	0.7936	318	77	280	-995
0	1053 N	0.8899	reptile	Irvine, Long Beach, Chula Vista	-0.1408 mph	0.2897	-0.2632 m^3	-985	1493	0.9405	1993	156	426	0
1	-49 N	1.1378	rat	Santa Clarita, Sacramento	0.423 mph	-0.1208	0.9502 m^3	1558	873	-0.1011	494	1661	-543	1416
0	405 N	2.8265	reptile	San Diego, Long Beach, Bakersfield, Fresno, Chula Vista, Irvine	-0.8762 mph	1.8282	0.0939 m^3	-1042	1713	n/a	-445	828	471	-917
3	774 N	-0.6826	ferret	Stockton	0.6255 mph	0.4467	-0.0473 m^3	379	203	0.9489	-101	53	2	1574
0	50 N	n/a	chicken	Fresno, San Diego, Irvine, Fremont, Chula Vista	-0.2966 mph	1.2645	1.2228 m^3	537	1668	1.8878	520	345	1173	-421
0	-395 N	-0.0458	chicken	Fresno	0.1789 mph	0.7809	0.5472 m^3	44	1260	0.8807	3260	1381	499	-423
1	640 N	1.2572	rat	Riverside, Santa Clarita	1.5965 mph	1.8233	-0.8735 m^3	1023	1209	0.0533	1264	740	456	-170
0	2130 N	?	fish	Irvine, San Diego, Fresno, Long Beach, Fremont	-0.348 mph	0.2546	-0.8449 m^3	465	-398	1.5525	1481	390	1897	-388
3	-66 N	0.5085	rabbit	San Francisco, Santa Ana	-0.9416 mph	0.7229	0.5605 m^3	813	920	-0.2349	1233	184	1097	-220
2	-1517 N	1.0041	hamster	Modesto, San Bernardino, Moreno Valley, Los Angeles, San Jose	2.0387 mph	-0.1094	1.6942 m^3	102	174	0.2622	802	-841	1126	-468
0	673 N	0.5585	DOG	San Diego, Bakersfield, Chula Vista, Fremont, Long Beach	-0.3507 mph	1.3484	1.7557 m^3	-295	-269	0.5217	622	1261	911	-198
3	1368 N	1.259	reptile	San Francisco	0.518 mph	0.8112	0.3186 m^3	-482	-661	-0.1052	-482	-320	35	238
2	117 N	0.2671	bird	Anaheim, San Jose, San Bernardino	1.5324 mph	1.1942	-1.355 m^3	334	839	-0.639	1482	390	2467	266
2	538 N	0.6015	fish	N/A	1.7168 mph	-0.9322	1.1554 m^3	-418	927	-0.2134	706	537	1382	-861
3	-2222 N	0.0592	ferret	Santa Ana	-1.4469 mph	1.5602	0.0124 m^3	-891	331	-0.2043	-2065	555	1774	-352
2	882 N	0.0584	cat	Los Angeles	0.7816 mph	0.8954	-0.284 m^3	459	-1280	-0.0696	-287	3627	739	-151
3	-123 N	0.8498	rabbit	Stockton, San Francisco	-0.1129 mph	-0.5078	0.9854 m^3	792	-177	0.4193	2293	-384	597	1313
3	772 N	-0.0074	ferret	San Francisco, Santa Ana	-0.1389 mph	1.4091	-0.9853 m^3	-757	-93	0.9203	1431	377	378	431
1	1259 N	1.0129	rat	Riverside, Santa Clarita	0.8052 mph	-0.2903	0.8184 m^3	213	261	-0.0606	-1338	338	-659	?
2	298 N	1.0402	cat	Oakland, Los Angeles, San Jose	0.8563 mph	1.6712	-0.9521 m^3	-908	179	-0.2259	1262	682	629	-535
1	-1399 N	-0.3337	dog	Santa Clarita, Sacramento	1.2487 mph	1.8536	1.3308 m^3	1431	251	-0.343	-397	136	-136	897
0	1231 N	0.8652	dog	Fresno	0.9289 mph	1.0855	0.5146 m^3	-733	1229	0.1807	-475	698	483	762
3	-650 N	1.5802	rabbit	San Francisco	-0.2835 mph	-0.1814	0.6546 m^3	-390	-684	-0.038	773	1519	169	-146
1	-489 N	1.1	rat	Riverside	0.797 mph	1.1139	1.8872 m^3	1285	472	0.1245	1110	907	-555	693
0	645 N	0.7759	dog	Chula Vista, Bakersfield, Irvine, Fresno	0.7118 mph	0.1768	-0.0699 m^3	-763	1391	1.0905	536	-243	604	914
3	-2144 N	0.1412	rabbit	San Francisco	0.5024 mph	0.7824	0.287 m^3	1212	51	-0.3557	-147	-359	719	-797
3	-65 N	-0.2887	ferret	San Francisco	2.0506 mph	-0.2469	-0.5072 m^3	1216	-358	0.3125	837	-178	475	-403
2	682 N	0.004	guinea pig	San Jose, Anaheim, Modesto, Moreno Valley, San Bernardino, Los Angeles	0.7941 mph	1.086	0.4141 m^3	55	-461	2.3251	523	806	1153	414
2	1329 N	0.7511	hamster	los angeles, anaheim	-0.14 mph	1.626	0.8716 m^3	-190	1516	0.4732	615	-272	290	216
1	-616 N	0.4554	rat	Sacramento, Santa Clarita	1.0759 mph	0.6621	1.4556 m^3	1313	-505	0.559	2271	553	1157	338
0	-1036 N	1.7309	Chicken	Bakersfield, San Diego, Long Beach, Fremont, Chula Vista, Fresno	-1.4125 mph	2.2208	0.5169 m^3	-493	n/a	-0.2406	2637	-319	-3	-100
2	-290 N	0.3643	bird	San Jose, Anaheim	2.1902 mph	-0.1539	-0.1977 m^3	-1773	-419	0.3237	1418	1183	753	-2025
1	-951 N	0.7661	rat	Riverside, Sacramento	0.8331 mph	1.532	-1.5365 m^3	1422	119	-2.0065	-1313	2100	221	848
3	1391 N	1.1446	rabbit	Santa Ana	0.7547 mph	0.9002	2.1296 m^3	142	173	-0.0619	175	538	-1097	13
0	-1169 N	0.9215	dog	IRVINE, CHULA VISTA, SAN DIEGO, BAKERSFIELD	0.5856 mph	1.2458	0.6611 m^3	N/A	607	0.2174	-143	-325	628	95
2	796 N	1.1749	ferret	San Bernardino, San Jose, Moreno Valley, Anaheim, Modesto	0.4687 mph	0.6888	-0.5408 m^3		1334	0.455	-237	2000	477	-1431
2	-767 N	-1.2979	pig	Los Angeles, Moreno Valley, Modesto, Anaheim	1.8751 mph	1.1044	1.5004 m^3	429	-598	0.1285	611	-149	778	-142
0	1350 N	0.3896	reptile	Bakersfield, Fremont, Fresno, San Diego, Long Beach, Irvine	0.4324 mph	1.1929	0.2849 m^3	-419	760	-0.2749	-1280	536	389	766
3	1034 N	1.677	bird	Santa Ana	0.5323 mph	1.5262	1.05 m^3	-361	1171	-0.7099	-1002	495	562	1215
2	-74 N	2.0632	bird	Oakland, San Jose, Los Angeles	1.2383 mph	1.2984	1.2308 m^3	1723	993	1.1039	204	-490	1053	-768
1	583 N	-0.1141	fish	Santa Clarita	1.1036 mph	1.08	-0.243 m^3	784	309	0.4798	356	1318	-441	800
3	-651 N	0.3489	rabbit	San Francisco	0.5778 mph	-0.2098	0.5469 m^3	-24	379	-0.7301	-1310	852	854	-74
3	40 N	-0.5469	fish	San Francisco, Santa Ana	0.4236 mph	0.0135	0.305 m^3	-315	1013	-0.4753	1665	1100	1013	-22
0	368 N	0.5233	chicken	Irvine, Fremont, Bakersfield, Chula Vista	-0.1178 mph	0.6166	-0.6 m^3	-194	1495	0.0766	-577	-563	705	452
3	702 N	0.3209	ferret	San Francisco, Stockton	-0.4633 mph	2.1233	1.1038 m^3	393	-569	-0.6789	-850	-1239	1768	-343
0	-59 N	0.5439	reptile	Long Beach, Fresno, Bakersfield, Fremont, San Diego, Irvine	0.3148 mph	1.3015	-0.4718 m^3	497	144	0.0119	922	389	1199	380
3	489 N	0.4885	ferret	Santa Ana	0.4563 mph	0.3005	1.1473 m^3	271	-390	-0.1512	-827	1741	1688	-417
0	951 N	2.2001	chicken	San Diego, Chula Vista, Long Beach	-0.0869 mph	0.6803	-0.1445 m^3	1041	-172	0.7837	2713	512	1132	1088
0	1846 N	1.7345	reptile	Fresno, Chula Vista, Bakersfield	-1.2325 mph	1.6592	1.4865 m^3	-844	1697	1.2623	2451	-7	382	-218
2	1189 N	1.2653	hamster	San Bernardino, Modesto, Anaheim	None	-0.3882	0.3963 m^3	-425	125	0.9289	1088	206	-273	-1490
2	2168 N	0.5731	hamster	Anaheim, San Jose, Moreno Valley, Oakland, Los Angeles, Modesto	0.9734 mph	-0.1326	1.8133 m^3	-576	188	1.6495	206	673	1629	-1066
0	-536 N	2.3887	dog	Fremont, Irvine, Chula Vista, San Diego, Long Beach	0.875 mph	0.9016	-0.0234 m^3	-497	81	0.1442	2535	-229	1397	-135
1	-309 N	2.2728	rat	Sacramento, Santa Clarita	1.4329 mph	0.5475	1.0185 m^3	-1046	-484	1.3668	-1012	1830	-979	187
1	544 N	0.4248	rat	Santa Clarita	-0.5024 mph	-0.4682	1.4177 m^3	-283	-660	-0.4654	702	-168	179	1793
3	-308 N	-0.946	ferret	Bakersfield, Fresno, San Diego	-0.8876 mph	-0.7536	0.3694 m^3	-1377	1299	0.2836	361	768	611	-196
2	1505 N	1.2758	guinea pig	San Jose, Moreno Valley, Anaheim, Oakland, Los Angeles, San Bernardino	-0.6823 mph	0.2427	0.8355 m^3	-713	-180	-0.4108	-1515	2095	79	-897
0	2388 N	-0.4351	rabbit	Fremont, Bakersfield, Fresno, Long Beach, Irvine	-0.4173 mph	0.7713	0.6734 m^3	-1215	260	?	-698	753	255	-76
1	-395 N	1.8895	rat	Sacramento, Santa Clarita	1.6966 mph	0.2102	0.708 m^3	173	410	0.1974	1208	662	-590	290
3	2017 N	0.2935	ferret	Santa Ana, Stockton	-0.57 mph	1.0304	-0.1652 m^3	75	1099	0.2114	1393	-25	2423	n/a
0	-292 N	1.3756	reptile	Irvine, Fremont	1.3737 mph	1.5365	0.3052 m^3	-300	-1026	1.1868	1782	-16	-776	-536
1	-1040 N	0.7193	fish	Santa Clarita, Riverside	0.646 mph	0.9518	0.0546 m^3	659	-297	0.4533	466	1744	-225	-1175
0	-146 N	1.8289	rabbit	Modesto, Anaheim	0.6635 mph	2.7442	1.0125 m^3	-502	132	0.0468	-198	495	635	-847
2	1194 N	0.689	cat	Moreno Valley, San Bernardino, Modesto, Oakland, Anaheim, San Jose	0.462 mph	0.6118	-2.0781 m^3	-1832	1208	-0.0626	-1872	1332	1300	1240
1	865 N	0.9265	fish	sACRAMENTO, sANTA cLARITA	1.3303 mph	-0.6758	1.7263 m^3	371	-641	-0.3297	729	272	-1497	926
2	3306 N	0.254	bird	Moreno Valley, Oakland	1.2846 mph	0.6948	1.0121 m^3	-124	-753	1.3271	279	685	901	-594
2	823 N	0.319	bird	Moreno Valley, San Jose	0.7336 mph	1.7372	1.3506 m^3	203	-28	0.1252	1357	371	-245	187
3	-201 N	0.0095	guinea pig	San Francisco, Stockton	0.1328 mph	0.5888	2.2996 m^3	-118	1182	-0.5842	492	790	1244	1715
0	-350 N	0.5247	guinea pig	Bakersfield, Chula Vista	0.9605 mph	0.624	0.0446 m^3	-1640	-403	1.5351	-156	-827	-400	493
3	1451 N	1.546	ferret	Stockton	2.0309 mph	0.3133	-0.2129 m^3	458	1179	0.3078	-728	760	317	-103
3	-1521 N	-1.2648	ferret	San Francisco	1.0877 mph	0.3063	0.9167 m^3	852	1299	-0.2084	-8	529	783	1070
1	-934 N	1.6959	rat	Riverside	0.6417 mph	0.206	1.2831 m^3	1840	158	-1.1005	790	227	123	1714
2	1979 N	0.4011	cat	Modesto, Anaheim	None	0.104	1.2903 m^3	272	421	-0.8525	-1353	437	1404	164
3	-1012 N	0.5677	rabbit	Santa Ana	0.0411 mph	0.4485	1.3722 m^3	194	798	0.463	-293	-948	1287	-385
3	-155 N	-0.1312	PIG	San Francisco	-0.0918 mph	0.7504	1.5186 m^3	-673	1762	-0.3331	-342	-523	-658	-600
1	-1530 N	2.0749	RAT	Sacramento, Riverside	1.3146 mph	0.2509	2.0619 m^3	1586	531	-0.2201	397	-280	-683	501
0	-680 N	1.2968	dog	Bakersfield, Chula Vista, Fresno, Fremont	0.0701 mph	0.8068	-0.3088 m^3	161	382	?	369	500	959	1053
3	-1408 N	-0.8478	ferret	Stockton	-0.9713 mph	NULL	2.1294 m^3	-169	1063	-0.7236	-514	2296	512	333
3	-627 N	1.6548	ferret	Santa Ana, San Francisco	-0.3091 mph	-0.158	-0.907 m^3	108	727	-0.8008	913	337	-1191	901
0	-587 N	1.7719	dog	Fremont, Long Beach, Irvine, Bakersfield, San Diego	-0.7733 mph	0.9326	1.4887 m^3	1025	1398	1.1687	1086	237	-728	-470
1	696 N	1.1854	fish	Santa Clarita	1.1251 mph	-0.5156	-1.107 m^3	1128	-687	-0.6569	1062	-337	751	-351
1	29 N	1.6439	fish	Santa Clarita	0.9568 mph	0.6198	0.5191 m^3	221	1106	0.5647	1042	594	478	793
2	200 N	-0.4517	hamster	Moreno Valley	0.9467 mph	-2.3375	1.0825 m^3	259	-329	N/A	1044	781	-33	-583
0	-1128 N	1.1439	dog	San Diego, Bakersfield, Fresno, Chula Vista, Long Beach	0.2459 mph	0.9381	-0.754 m^3	-2265	778	0.9575	1240	-354	69	1227
0	68 N	0.6973	chicken	Bakersfield, Chula Vista	0.21 mph	-0.6301	-0.9097 m^3	1109	217	0.4371	587	869	1044	544
3	-1075 N	1.9093	ferret	Stockton	1.1809 mph	0.0642	0.6549 m^3	-1026	-1121	-0.1537	275	-1243	728	925
1	591 N	-0.7218	bird	riverside	1.6327 mph	-0.1263	1.7618 m^3	1508	-337	0.2626	223	508	8	2317
2	1091 N	-0.1322	hamster	Anaheim, Modesto, Oakland, Moreno Valley, San Bernardino, Los Angeles	-0.0354 mph	1.1346	0.6662 m^3	460	454	1.3133	106	-342	1006	-343
1	-36 N	-0.8359	rat	Sacramento, Santa Clarita	0.0488 mph	-0.0084	0.7373 m^3	1063	1165	-1.1103	1279	706	336	1887
0	411 N	2.0139	chicken	Bakersfield, Fresno, Fremont, Chula Vista	-0.3257 mph	1.0864	0.0406 m^3	-762	126	0.5567	1170	409	1003	-1661
3	1922 N	0.8127	ferret	San Francisco, Stockton	-0.4975 mph	1.0346	0.7218 m^3	829	1616	1.1595	1009	248	58	-924
3	-234 N	1.1473	reptile	Santa Ana, Stockton	0.373 mph	-0.538	1.1473 m^3	670	-434	0.1046	1274	1037	1220	-547
2	-268 N	-0.3958	hamster	moreno valley, oakland, san bernardino, anaheim, san jose, los angeles	-0.1772 mph	1.093	-1.0497 m^3	-324	219	1.1905	-507	213	1597	1042
3	56 N	0.1442	rabbit	San Francisco	-0.0014 mph	0.9272	1.1572 m^3	-18	-637	0.449	407	4	-10	334
1	-498 N	0.4199	rat	Sacramento	0.7213 mph	-0.2264	1.343 m^3	1039	-1070	0.7818	-232	-526	369	786
1	-1229 N	0.3201	rat	Sacramento	1.3241 mph	-0.0849	1.0397 m^3	764	334	0.5897	-894	-136	1299	1284
1	-1071 N	0.0585	rat	Santa Clarita, Riverside	1.521 mph	-1.3982	1.0307 m^3	1300	128	-0.2894	69	-837	30	85
3	295 N	0.345	reptile	Stockton	-0.5541 mph	1.1284	1.9015 m^3	-790	-217	-0.3301	1541	661	2559	-413
2	-622 N	0.1603	chicken	Moreno Valley	0.0535 mph	-0.3702	2.5326 m^3	-236	437	-0.2774	-1158	383	942	1867
0	30 N	1.521	reptile	Fresno, Long Beach, Irvine, San Diego, Bakersfield	0.7112 mph	0.1504	-0.8353 m^3	687	-1365	N/A	1455	-2064	354	-347
1	108 N	1.1723	rat	Riverside	-0.1949 mph	-1.3519	-1.2228 m^3	1885	49	0.0477	1392	1635	1288	741
1	195 N	0.7927	fish	Santa Clarita, Sacramento	-0.7594 mph	1.7929	-0.3203 m^3	2018	921	-0.3919	1249	162	1246	819
2	470 N	-0.7032	cat	San Bernardino, Los Angeles, Modesto, Oakland	-0.8822 mph	NULL	0.199 m^3	NULL	1109	0.0245	-821	449	1357	1214
1	-681 N	0.6389	bird	Santa Clarita	0.3387 mph	-0.0373	-0.9058 m^3	1830	1677	-0.5054	575	-275	301	287
2	1028 N	0.4209	cat	San Bernardino, San Jose, Anaheim	1.6132 mph	-0.54	0.7664 m^3	-435	617	-0.3912	-192	1015	1376	-364
3	-402 N	0.8128	rabbit	San Francisco	-0.3632 mph	-0.8056	-0.1172 m^3	87	-367	0.5518	723	448	-387	-828
3	410 N	-0.815	ferret	San Francisco	0.082 mph	1.2611	-0.0532 m^3	1046	-188	0.1556	-1666	-837	-373	-1157
0	-359 N	?	dog	Fresno, Irvine, Bakersfield, Long Beach, San Diego, Fremont	1.2334 mph	2.2661	0.0186 m^3	-721	-506	0.1829	2693	-327	1742	197
0	-1215 N	0.0597	reptile	Long Beach, Fresno, Bakersfield, Fremont, San Diego, Chula Vista	0.1297 mph	-0.0203	-0.4366 m^3	207	-744	0.3723	1312	172	-86	-38
0	219 N	1.3205	chicken	Irvine, Bakersfield	0.565 mph	1.7971	0.2414 m^3	261	782	0.6682	-703	122	2658	300
3	-708 N	-0.0355	rabbit	Stockton, Santa Ana	0.2183 mph	0.9563	1.7544 m^3	11	1039	-0.3984	1675	1031	1908	-393
2	1844 N	0.2858	guinea pig	Oakland, Moreno Valley, Los Angeles, San Bernardino, Modesto, Anaheim	-0.2505 mph	-0.371	-0.0814 m^3	-247	1750	0.3208	-54	691	1309	-392
1	1057 N	-0.6841	fish	sacramento, riverside	1.1433 mph	-0.528	1.5323 m^3	758	1562	0.4151	-862	-153	232	-171
2	291 N	0.2322	guinea pig	Moreno Valley, Los Angeles, San Jose	2.0817 mph	-0.0758	1.2446 m^3	182	-163	0.2958	839	1389	1612	1043
1	-176 N	0.9115	fish	Sacramento, Riverside	0.8166 mph	1.9701	1.7968 m^3	560	-94	1.2279	-227		-46	982
3	97 N	0.0492	ferret	Oakland	-0.1825 mph	1.688	-1.4879 m^3	-118	1132	-0.7258	1441	-104	-1686	-1174
0	182 N	1.0591	dog	Long Beach, Fremont, Bakersfield, Irvine	-0.6396 mph	0.343	-0.4537 m^3	284	1356	1.1522	1215	466	2609	-172
3	-1073 N	0.0669	rabbit	San Francisco, Santa Ana	-1.0317 mph	-0.3943	0.8333 m^3	-434	1737	-0.0209	372	-306	414	-1277
3	692 N	-0.1078	rabbit	Santa Ana	-0.3117 mph	1.3675	0.9519 m^3	-1486	244	-0.3293	1096	-293	1300	452
1	291 N	0.9877	ferret	Santa Clarita, Riverside	1.0947 mph	-0.3507	-0.3613 m^3	-123	N/A	-0.0782	-704	1307	-732	753
3	1835 N	-1.3543	cat	San Francisco, Santa Ana	0.3828 mph	0.3774	-0.9514 m^3	-494	786	0.5461	-436	-193	2268	-1357
3	-141 N	-0.1842	ferret	Santa Ana	-0.403 mph	1.3537	0.4712 m^3	23	1443	0.8997	1431	1499	1635	556
1	889 N	1.6111	rat	Riverside, Sacramento	0.8955 mph	-0.7917	-0.1514 m^3	798	1577	-0.2373	1353	-48	847	495
2	1768 N	-0.4344	hamster	Oakland, Modesto, San Bernardino, Los Angeles	0.9984 mph	1.4141	1.0332 m^3	-1095	10	0.7457	-2488	-608	2225	-101
3	800 N	1.568	ferret	Santa Ana, San Francisco	-0.0401 mph	0.4397	-0.0084 m^3	-477	840	-0.1767	595	338	379	2104
0	-899 N	-0.5999	dog	San Diego, Long Beach, Irvine, Chula Vista, Fresno	-0.8968 mph	2.8698	-0.3925 m^3	578	810	0.0007	782	338	1527	-530
2	-145 N	0.6847	hamster	modesto	0.5061 mph	-0.4346	0.496 m^3	-829	1343	1.0397	-162	748	574	1608
0	-161 N	-0.7456	dog	Long Beach, Bakersfield, Fremont, Irvine, Chula Vista	0.1273 mph	0.2991	-0.2869 m^3	-146	-531	0.9264	-2093	-78	2248	-266
